NGC746;1h57.9m;+44°55';ANDROMEDA;Irregular Galaxy;12.9;2'x1';Distance : 10 Mly
NGC906;2h25.3m;+42°5';ANDROMEDA;Galaxy Type SBab;12.9;2'x2';Distance : 66 Mly
NGC620;1h37m;+42°19';ANDROMEDA;Galaxy Type C/P;12.9;1'x1';Distance : 35 Mly
NGC898;2h23.3m;+41°57';ANDROMEDA;Galaxy Type Sab;12.9;2';Distance : 77 Mly
NGC605;1h35m;+41°15';ANDROMEDA;Galaxy Type S0;12.9;2'x1';Distance : 72 Mly
NGC591;1h33.5m;+35°40';ANDROMEDA;Galaxy Type SB0-a;12.9;1'x1';Distance : 64 Mly
NGC561;1h28.3m;+34°19';ANDROMEDA;Galaxy Type SBa;12.9;2'x2';Distance : 66 Mly
NGC431;1h14.1m;+33°42';ANDROMEDA;Galaxy Type SB0;12.9;1'x1';Distance : 81 Mly
NGC68;0h18.3m;+30°4';ANDROMEDA;Galaxy Type E-S0;12.9;1'x1';Distance : 81 Mly
NGC7393;22h51.6m;-5°33';AQUARIUS;Galaxy Type SBc/P;12.9;2'x1';Distance : 53 Mly
NGC7576;23h17.4m;-4°44';AQUARIUS;Galaxy Type S0-a;12.9;1'x1';Distance : 51 Mly
NGC7351;22h41.4m;-4°27';AQUARIUS;Galaxy Type S0;12.9;2'x1';Distance : 13 Mly
NGC7300;22h31m;-14°0';AQUARIUS;Galaxy Type SBb;12.9;2'x1';Distance : 69 Mly
NGC7444;23h0.1m;-12°50';AQUARIUS;Galaxy Type S0;12.9;2'x1';Distance : 44 Mly
NGC7724;23h39.1m;-12°13';AQUARIUS;Galaxy Type Sb;12.9;2'x1';Distance : 27 Mly
NGC7001;21h1.1m;-0°12';AQUARIUS;Galaxy Type Sab;12.9;1'x1';Distance : 100 Mly
NGC962;2h32.7m;+28°4';ARIES;Galaxy Type E1;12.9;1'x1';Distance : 65 Mly
NGC935;2h28.2m;+19°36';ARIES;Galaxy Type Sc;12.9;2'x1';Distance : 58 Mly
NGC716;1h53m;+12°43';ARIES;Galaxy Type SBa;12.9;2'x1';Distance : 64 Mly
NGC5695;14h37.4m;+36°34';BOOTES;Galaxy Type SBa;12.8;2'x1';Distance : 60 Mly
NGC5675;14h32.7m;+36°18';BOOTES;Galaxy Type SBb;12.8;3'x1';Distance : 56 Mly
NGC5492;14h10.6m;+19°37';BOOTES;Galaxy Type Sb/P;12.8;2';Distance : 32 Mly
NGC5525;14h15.7m;+14°17';BOOTES;Galaxy Type S0;12.8;2'x1';Distance : 78 Mly
NGC5762;14h48.7m;+12°27';BOOTES;Galaxy Type S?;12.8;2'x1';Distance : 25 Mly
NGC5482;14h8.5m;+8°56';BOOTES;Galaxy Type S0;12.9;1'x1';Distance : 100 Mly
NGC5515;14h12.6m;+39°19';BOOTES;Galaxy Type Sab;12.9;1'x1';Distance : 109 Mly
NGC5249;13h37.6m;+15°58';BOOTES;Galaxy Type S0;12.9;2'x1';Distance : 108 Mly
NGC5456;14h5m;+11°52';BOOTES;Galaxy Type S0;12.9;1'x1';Distance : 101 Mly
NGC5666;14h33.2m;+10°31';BOOTES;Galaxy Type S?;12.9;1'x1';Distance : 31 Mly
NGC2550;8h24.6m;+74°1';CAMELOPARDA;Galaxy Type Sb/P;12.8;1';Distance : 32 Mly
NGC2146A;6h23.9m;+78°32';CAMELOPARDA;Galaxy Type SBc;12.9;3'x1';Distance : 21 Mly
NGC2544;8h21.7m;+73°59';CAMELOPARDA;Galaxy Type SBa;12.9;1'x1';Distance : 40 Mly
NGC2535;8h11.2m;+25°12';CANCER;Galaxy Type Sc/P;12.8;3'x1';Distance : 58 Mly
NGC2804;9h16.8m;+20°12';CANCER;Galaxy Type S0;12.8;1'x1';Distance : 119 Mly
NGC2795;9h16.1m;+17°38';CANCER;Galaxy Type E3;12.8;1'x1';Distance : 121 Mly
NGC2819;9h18.2m;+16°12';CANCER;Galaxy Type E1;12.8;1'x1';Distance : 127 Mly
NGC2661;8h46m;+12°37';CANCER;Galaxy Type Sc;12.8;1'x1';Distance : 58 Mly
NGC2720;8h59.1m;+11°9';CANCER;Galaxy Type E-S0;12.8;1'x1';Distance : 125 Mly
NGC2562;8h20.4m;+21°8';CANCER;Galaxy Type S0-a;12.9;1'x1';Distance : 70 Mly
NGC2764;9h8.3m;+21°27';CANCER;Galaxy Type S0;12.9;2'x1';Distance : 38 Mly
NGC5123;13h23.2m;+43°5';CANES VENAT;Galaxy Type Sc;12.8;1'x1';Distance : 116 Mly
NGC5336;13h52.2m;+43°15';CANES VENAT;Galaxy Type Sc;12.8;1'x1';Distance : 33 Mly
NGC5141;13h24.9m;+36°23';CANES VENAT;Galaxy Type S0;12.8;1'x1';Distance : 73 Mly
NGC4227;12h16.6m;+33°31';CANES VENAT;Galaxy Type SB0-a;12.8;2'x1';Distance : 91 Mly
NGC4707;12h48.4m;+51°10';CANES VENAT;Galaxy Type Sm;12.9;2'x2';Distance : 7 Mly
NGC4288;12h20.6m;+46°18';CANES VENAT;Galaxy Type SBcd;12.9;2'x2';Distance : 7 Mly
NGC5014;13h11.5m;+36°17';CANES VENAT;Galaxy Type Sa;12.9;2'x1';Distance : 16 Mly
NGC5149;13h26.2m;+35°56';CANES VENAT;Galaxy Type SBbc;12.9;2'x1';Distance : 80 Mly
NGC5318;13h50.6m;+33°42';CANES VENAT;Galaxy Type SB0;12.9;2'x1';Distance : 61 Mly
NGC2496;7h58.6m;+8°2';CANIS MINOR;Galaxy Type E2;12.9;1'x1';Distance : 135 Mly
NGC853;2h11.7m;-9°18';CETUS;Galaxy Type Sm;12.8;2'x1';Distance : 22 Mly
NGC961;2h41m;-6°56';CETUS;Galaxy Type Sm;12.8;2'x1';Distance : 18 Mly
NGC259;0h48.1m;-2°47';CETUS;Galaxy Type Sbc;12.8;3'x1';Distance : 57 Mly
NGC307;0h56.5m;-1°46';CETUS;Galaxy Type S0;12.8;2'x1';Distance : 56 Mly
NGC570;1h29m;-0°57';CETUS;Galaxy Type SBa;12.8;2'x1';Distance : 78 Mly
NGC827;2h8.9m;+7°58';CETUS;Galaxy Type Sbc;12.8;2'x1';Distance : 49 Mly
NGC787;2h0.8m;-9°0';CETUS;Galaxy Type Sb;12.9;3'x2';Distance : 67 Mly
NGC270;0h50.5m;-8°39';CETUS;Galaxy Type S0-a;12.9;2'x1';Distance : 53 Mly
NGC273;0h50.8m;-6°53';CETUS;Galaxy Type S0;12.9;2'x1';Distance : 68 Mly
NGC580;1h30.7m;-1°60';CETUS;Galaxy Type SBa;12.9;2'x2';Distance : 84 Mly
NGC1194;3h3.8m;-1°6';CETUS;Galaxy Type S0-a;12.9;2'x1';Distance : 57 Mly
NGC850;2h11.2m;-1°29';CETUS;Galaxy Type S0-a;12.9;1'x1';Distance : 115 Mly
NGC885;2h14.6m;-0°46';CETUS;Galaxy Type Sa;12.9;1'x1';Distance : 111 Mly
NGC426;1h12.8m;-0°17';CETUS;Galaxy Type E3;12.9;1'x1';Distance : 73 Mly
NGC875;2h17.1m;+1°15';CETUS;Galaxy Type S0-a;12.9;1'x1';Distance : 91 Mly
NGC196;0h39.3m;+0°55';CETUS;Galaxy Type SB0;12.9;1'x1';Distance : 60 Mly
NGC201;0h39.6m;+0°52';CETUS;Galaxy Type SBc;12.9;2'x2';Distance : 62 Mly
NGC622;1h36m;+0°40';CETUS;Galaxy Type SBbc;12.9;2'x1';Distance : 73 Mly
NGC4134;12h9.2m;+29°11';COMA BERENI;Galaxy Type Sb;12.8;2'x1';Distance : 54 Mly
NGC4375;12h25m;+28°34';COMA BERENI;Galaxy Type SBab/P;12.8;1'x1';Distance : 128 Mly
NGC4196;12h14.5m;+28°25';COMA BERENI;Galaxy Type S0;12.8;2'x1';Distance : 56 Mly
NGC5032A;13h13.5m;+27°48';COMA BERENI;Galaxy Type SBb;12.8;2'x1';Distance : 90 Mly
NGC4911;13h0.9m;+27°47';COMA BERENI;Galaxy Type SBbc;12.8;1'x1';Distance : 113 Mly
NGC4816;12h56.2m;+27°45';COMA BERENI;Galaxy Type E-S0;12.8;1'x1';Distance : 97 Mly
NGC4275;12h19.9m;+27°37';COMA BERENI;Galaxy Type Sb;12.8;1'x1';Distance : 33 Mly
NGC4712;12h49.6m;+25°28';COMA BERENI;Galaxy Type Sbc;12.8;2'x1';Distance : 62 Mly
NGC4015;11h58.7m;+25°2';COMA BERENI;Galaxy Type Sc;12.8;2'x2';Distance : 61 Mly
NGC5016;13h12.1m;+24°6';COMA BERENI;Galaxy Type SBbc;12.8;2'x1';Distance : 37 Mly
NGC5158;13h27.8m;+17°47';COMA BERENI;Galaxy Type SBab;12.8;1'x1';Distance : 93 Mly
NGC4239;12h17.2m;+16°32';COMA BERENI;Galaxy Type E5;12.8;1'x1';Distance : 13 Mly
NGC4516;12h33.1m;+14°34';COMA BERENI;Galaxy Type SBab;12.8;2'x1';Distance : 13 Mly
NGC4468;12h29.5m;+14°3';COMA BERENI;Galaxy Type E-S0;12.8;1'x1';Distance : 13 Mly
NGC5004A;13h11m;+29°38';COMA BERENI;Galaxy Type S0;12.9;1'x1';Distance : 99 Mly
NGC4944;13h3.8m;+28°11';COMA BERENI;Galaxy Type S0-a;12.9;2'x1';Distance : 98 Mly
NGC4673;12h45.6m;+27°4';COMA BERENI;Galaxy Type E1;12.9;1'x1';Distance : 97 Mly
NGC4827;12h56.7m;+27°11';COMA BERENI;Galaxy Type E-S0;12.9;1'x1';Distance : 108 Mly
NGC4849;12h58.2m;+26°24';COMA BERENI;Galaxy Type S0;12.9;2'x1';Distance : 83 Mly
NGC4066;12h4.2m;+20°21';COMA BERENI;Galaxy Type E0;12.9;1'x1';Distance : 104 Mly
NGC6086;16h12.6m;+29°29';CORONA BOR;Galaxy Type E3;12.8;2'x1';Distance : 135 Mly
NGC4722;12h51.5m;-13°20';CORVUS;Galaxy Type S0-a;12.8;2'x1';Distance : 61 Mly
NGC3905;11h49.1m;-9°44';CRATER;Galaxy Type SBbc;12.8;2'x1';Distance : 81 Mly
NGC3537;11h8.4m;-10°15';CRATER;Galaxy Type Sab;12.8;1'x1';Distance : 115 Mly
NGC3704;11h30.1m;-11°33';CRATER;Galaxy Type E1;12.9;2'x1';Distance : 74 Mly
NGC6930;20h33m;+9°52';DELPHINIUS;Galaxy Type SBab;12.8;1'x1';Distance : 66 Mly
NGC7025;21h7.8m;+16°20';DELPHINIUS;Galaxy Type Sa;12.8;2'x1';Distance : 70 Mly
NGC3061;9h56.2m;+75°52';DRACO;Galaxy Type SBc;12.8;2'x2';Distance : 35 Mly
NGC6508;17h49.8m;+72°1';DRACO;Galaxy Type E0;12.8;1'x1';Distance : 108 Mly
NGC5894;15h11.7m;+59°49';DRACO;Galaxy Type Scd;12.8;3';Distance : 35 Mly
