NGC982;2h35.4m;+40°52';ANDROMEDA;Galaxy Type Sa;12.5;2'x1';Distance : 81 Mly
NGC393;1h8.6m;+39°39';ANDROMEDA;Galaxy Type E-S0;12.5;2'x1';Distance : 86 Mly
NGC818;2h8.7m;+38°47';ANDROMEDA;Galaxy Type SBbc;12.5;3'x1';Distance : 60 Mly
NGC528;1h25.6m;+33°40';ANDROMEDA;Galaxy Type S0;12.5;1'x1';Distance : 68 Mly
NGC83;0h21.4m;+22°26';ANDROMEDA;Galaxy Type E0;12.5;2'x2';Distance : 88 Mly
NGC841;2h11.3m;+37°30';ANDROMEDA;Galaxy Type SBab;12.6;2'x1';Distance : 64 Mly
NGC218;0h46.5m;+36°20';ANDROMEDA;Galaxy Type Sc;12.6;2'x1';Distance : 158 Mly
NGC43;0h13m;+30°55';ANDROMEDA;Galaxy Type SB0;12.6;2'x2';Distance : 67 Mly
NGC7309;22h34.3m;-10°21';AQUARIUS;Galaxy Type SBc;12.5;2'x2';Distance : 56 Mly
NGC7364;22h44.4m;-0°10';AQUARIUS;Galaxy Type S0-a;12.6;2'x1';Distance : 69 Mly
NGC6852;20h0.7m;+1°44';AQUILAE;Planetary Nebula;12.6;;Distance : 800 ly
NGC990;2h36.3m;+11°39';ARIES;Galaxy Type E2;12.5;2'x2';Distance : 49 Mly
NGC803;2h3.7m;+16°2';ARIES;Galaxy Type Sc;12.6;3'x1';Distance : 30 Mly
NGC673;1h48.4m;+11°31';ARIES;Galaxy Type Sc;12.6;2'x2';Distance : 73 Mly
NGC2303;6h56.3m;+45°30';AURIGA;Galaxy Type E0;12.6;2'x2';Distance : 83 Mly
NGC5874;15h7.9m;+54°45';BOOTES;Galaxy Type SBc;12.5;2'x2';Distance : 44 Mly
NGC5820;14h58.7m;+53°53';BOOTES;Galaxy Type S0;12.5;2'x1';Distance : 47 Mly
NGC5707;14h37.5m;+51°34';BOOTES;Galaxy Type Sab;12.5;3'x1';Distance : 31 Mly
NGC5623;14h27.1m;+33°15';BOOTES;Galaxy Type E3;12.5;2'x1';Distance : 47 Mly
NGC5641;14h29.3m;+28°49';BOOTES;Galaxy Type SBab;12.5;2'x1';Distance : 61 Mly
NGC5859;15h7.6m;+19°35';BOOTES;Galaxy Type SBbc;12.5;3'x1';Distance : 67 Mly
NGC5587;14h22.2m;+13°55';BOOTES;Galaxy Type S0-a;12.5;3'x1';Distance : 32 Mly
NGC5644;14h30.4m;+11°56';BOOTES;Galaxy Type S0;12.5;1'x1';Distance : 108 Mly
NGC5611;14h24.1m;+33°3';BOOTES;Galaxy Type S0;12.6;1'x1';Distance : 28 Mly
NGC5642;14h29.2m;+30°2';BOOTES;Galaxy Type E3;12.6;2'x1';Distance : 61 Mly
NGC5635;14h28.5m;+27°25';BOOTES;Galaxy Type Sb;12.6;2'x1';Distance : 61 Mly
NGC5548;14h18m;+25°8';BOOTES;Galaxy Type S0-a;12.6;2'x1';Distance : 73 Mly
NGC5513;14h13.1m;+20°25';BOOTES;Galaxy Type S0;12.6;2'x1';Distance : 70 Mly
NGC2256;6h47.2m;+74°14';CAMELOPARDA;Galaxy Type E/SB0;12.5;2'x2';Distance : 74 Mly
NGC2347;7h16.1m;+64°43';CAMELOPARDA;Galaxy Type Sb;12.5;2'x1';Distance : 62 Mly
NGC1485;4h5.1m;+70°60';CAMELOPARDA;Galaxy Type Sb;12.6;2'x1';Distance : 15 Mly
NGC2128;6h4.6m;+57°38';CAMELOPARDA;Galaxy Type E-S0;12.6;2'x1';Distance : 43 Mly
NGC2679;8h51.5m;+30°52';CANCER;Galaxy Type SB0;12.6;2'x1';Distance : 29 Mly
NGC2783A;9h13.7m;+29°60';CANCER;Galaxy Type E3;12.6;2'x2';Distance : 95 Mly
NGC2604A;8h33.4m;+29°32';CANCER;Galaxy Type SBc;12.6;2'x2';Distance : 29 Mly
NGC2565;8h19.8m;+22°2';CANCER;Galaxy Type SBbc;12.6;2'x1';Distance : 50 Mly
NGC4218;12h15.8m;+48°8';CANES VENAT;Galaxy Type Sa;12.5;1'x1';Distance : 10 Mly
NGC4248;12h17.8m;+47°25';CANES VENAT;Galaxy Type SBb;12.5;3'x1';Distance : 7 Mly
NGC5290;13h45.3m;+41°43';CANES VENAT;Galaxy Type Sbc;12.5;4'x1';Distance : 36 Mly
NGC5378;13h56.8m;+37°48';CANES VENAT;Galaxy Type SBa;12.5;3'x2';Distance : 43 Mly
NGC5145;13h25.2m;+43°16';CANES VENAT;Galaxy Type Sb;12.6;2'x2';Distance : 17 Mly
NGC5337;13h52.4m;+39°41';CANES VENAT;Galaxy Type S?;12.6;2'x1';Distance : 31 Mly
NGC5347;13h53.3m;+33°29';CANES VENAT;Galaxy Type SBab;12.6;2'x1';Distance : 33 Mly
NGC2538;8h11.4m;+3°38';CANIS MINOR;Galaxy Type SBa;12.6;2'x1';Distance : 56 Mly
NGC191;0h39m;-9°0';CETUS;Galaxy Type SBc/P;12.5;1'x1';Distance : 86 Mly
NGC275;0h51.1m;-7°4';CETUS;Galaxy Type SBcd/P;12.5;2'x1';Distance : 25 Mly
NGC564;1h27.8m;-1°53';CETUS;Galaxy Type E2;12.5;1'x1';Distance : 82 Mly
NGC1094;2h47.5m;-0°17';CETUS;Galaxy Type SBab;12.5;1'x1';Distance : 91 Mly
NGC430;1h13m;-0°15';CETUS;Galaxy Type E2;12.5;1'x1';Distance : 75 Mly
NGC493;1h22.2m;+0°57';CETUS;Galaxy Type SBc;12.5;3'x1';Distance : 33 Mly
