NGC214;0h41.5m;+25°30';ANDROMEDA;Galaxy Type SBc;12.3;2'x2';Distance : 64 Mly
NGC97;0h22.5m;+29°45';ANDROMEDA;Galaxy Type E0;12.3;1'x1';Distance : 67 Mly
NGC679;1h49.7m;+35°47';ANDROMEDA;Galaxy Type E-S0;12.3;2'x2';Distance : 71 Mly
NGC753;1h57.7m;+35°55';ANDROMEDA;Galaxy Type SBbc;12.3;3'x2';Distance : 69 Mly
NGC687;1h50.6m;+36°22';ANDROMEDA;Galaxy Type S0;12.3;1'x1';Distance : 72 Mly
NGC828;2h10.2m;+39°11';ANDROMEDA;Galaxy Type Sa/P;12.3;3'x2';Distance : 76 Mly
NGC169;0h36.9m;+23°59';ANDROMEDA;Galaxy Type Sb;12.4;3'x1';Distance : 65 Mly
NGC252;0h48m;+27°37';ANDROMEDA;Galaxy Type S0-a;12.4;1'x1';Distance : 70 Mly
NGC233;0h43.6m;+30°35';ANDROMEDA;Galaxy Type E0;12.4;1'x1';Distance : 76 Mly
NGC536;1h26.4m;+34°42';ANDROMEDA;Galaxy Type SBb;12.4;3'x1';Distance : 73 Mly
NGC7302;22h32.4m;-14°7';AQUARIUS;Galaxy Type E-S0;12.3;2'x1';Distance : 38 Mly
NGC7416;22h55.7m;-5°30';AQUARIUS;Galaxy Type SBb;12.4;3'x1';Distance : 40 Mly
NGC6906;20h23.6m;+6°27';AQUILAE;Galaxy Type SBbc;12.3;2'x1';Distance : 68 Mly
NGC6778;19h18.4m;-1°36';AQUILAE;Planetary Nebula;12.3;1';Distance : 3200 ly
NGC6749;19h5.3m;+1°54';AQUILAE;Globular Cluster;12.4;4';Distance : 25800 ly
NGC6926;20h33.1m;-2°2';AQUILAE;Galaxy Type SBc/P;12.4;2'x1';Distance : 83 Mly
NGC938;2h28.6m;+20°17';ARIES;Galaxy Type E3;12.4;2'x1';Distance : 58 Mly
NGC932;2h27.9m;+20°20';ARIES;Galaxy Type Sa;12.4;2'x2';Distance : 57 Mly
NGC924;2h26.8m;+20°30';ARIES;Galaxy Type S0;12.4;2'x1';Distance : 63 Mly
