NGC590;1h33.7m;+44°56';ANDROMEDA;Galaxy Type SB0-a;13;3'x1';Distance : 70 Mly
NGC914;2h26.1m;+42°9';ANDROMEDA;Galaxy Type Sc;13;2'x1';Distance : 78 Mly
NGC7618;23h19.8m;+42°51';ANDROMEDA;Galaxy Type E2;13;1'x1';Distance : 73 Mly
NGC996;2h38.7m;+41°39';ANDROMEDA;Galaxy Type E0;13;1'x1';Distance : 65 Mly
NGC980;2h35.3m;+40°56';ANDROMEDA;Galaxy Type S0;13;2'x1';Distance : 81 Mly
NGC477;1h21.3m;+40°29';ANDROMEDA;Galaxy Type SBc;13;2'x1';Distance : 83 Mly
NGC662;1h44.6m;+37°42';ANDROMEDA;Galaxy Type Sc;13;1'x1';Distance : 80 Mly
NGC513;1h24.4m;+33°48';ANDROMEDA;Galaxy Type Sc;13;1'x1';Distance : 83 Mly
NGC7051;21h19.9m;-8°47';AQUARIUS;Galaxy Type Sa;13;1'x1';Distance : 35 Mly
NGC7288;22h28.2m;-2°53';AQUARIUS;Galaxy Type S0-a;13;2'x2';Distance : 70 Mly
NGC7010;21h4.7m;-12°20';AQUARIUS;Galaxy Type E5;13;2'x1';Distance : 120 Mly
NGC6964;20h47.4m;+0°18';AQUARIUS;Galaxy Type E2;13;2'x1';Distance : 54 Mly
NGC774;1h59.6m;+14°1';ARIES;Galaxy Type S0;13;2'x1';Distance : 65 Mly
NGC5417;14h2.2m;+8°2';BOOTES;Galaxy Type Sa;13;2'x1';Distance : 69 Mly
NGC5696;14h37m;+41°50';BOOTES;Galaxy Type Sbc;13;2'x2';Distance : 77 Mly
NGC5630;14h27.6m;+41°15';BOOTES;Galaxy Type Sd;13;2'x1';Distance : 37 Mly
NGC5603A;14h23m;+40°23';BOOTES;Galaxy Type S0;13;1'x1';Distance : 80 Mly
NGC5598;14h22.5m;+40°19';BOOTES;Galaxy Type S0;13;2'x1';Distance : 77 Mly
NGC5754;14h45.3m;+38°44';BOOTES;Galaxy Type SBb;13;2'x2';Distance : 64 Mly
NGC5698;14h37.2m;+38°27';BOOTES;Galaxy Type SBb;13;2'x1';Distance : 52 Mly
NGC5544;14h17m;+36°34';BOOTES;Galaxy Type SB0-a;13;1'x1';Distance : 43 Mly
NGC5654;14h30m;+36°22';BOOTES;Galaxy Type SB0-a;13;2'x1';Distance : 121 Mly
NGC5798;14h57.6m;+29°58';BOOTES;Irregular Galaxy;13;1'x1';Distance : 25 Mly
NGC5827;15h1.9m;+25°58';BOOTES;Galaxy Type Sab/P;13;1'x1';Distance : 93 Mly
NGC5710;14h39.3m;+20°3';BOOTES;Galaxy Type E1;13;1'x1';Distance : 128 Mly
NGC5332;13h52.1m;+16°58';BOOTES;Galaxy Type E-S0;13;1'x1';Distance : 95 Mly
NGC5504A;14h12.3m;+15°50';BOOTES;Galaxy Type SBbc;13;1'x1';Distance : 74 Mly
NGC2363;7h28.5m;+69°12';CAMELOPARDA;Irregular Galaxy;13;2'x1';Distance 2.32 Mly
NGC2657;8h45.3m;+9°39';CANCER;Galaxy Type Sd;13;1'x1';Distance : 58 Mly
NGC2809;9h17.1m;+20°4';CANCER;Galaxy Type S0;13;1'x1';Distance : 118 Mly
NGC2558;8h19.2m;+20°31';CANCER;Galaxy Type Sab;13;2'x1';Distance : 70 Mly
NGC2582;8h25.2m;+20°20';CANCER;Galaxy Type SBab;13;1'x1';Distance : 63 Mly
NGC2730;9h2.3m;+16°50';CANCER;Galaxy Type SBdm;13;2'x1';Distance : 54 Mly
NGC4117;12h7.8m;+43°8';CANES VENAT;Galaxy Type S0;13;2'x1';Distance : 13 Mly
NGC5289;13h45.1m;+41°30';CANES VENAT;Galaxy Type SBab;13;2'x1';Distance : 36 Mly
NGC5394;13h58.6m;+37°27';CANES VENAT;Galaxy Type SBb/P;13;2'x1';Distance : 49 Mly
NGC5352;13h53.6m;+36°8';CANES VENAT;Galaxy Type E-S0;13;1'x1';Distance : 112 Mly
NGC5445;14h3.5m;+35°1';CANES VENAT;Galaxy Type S0;13;2'x1';Distance : 55 Mly
NGC5223;13h34.4m;+34°41';CANES VENAT;Galaxy Type E1;13;2'x1';Distance : 102 Mly
NGC7419;22h54.3m;+60°49';CEPHEUS;Open Cluster Type II3r;13;6';Distance : 4500 ly
NGC341A;1h0.8m;-9°11';CETUS;Galaxy Type SBbc;13;1'x1';Distance : 64 Mly
NGC61A;0h16.4m;-6°19';CETUS;Galaxy Type S0;13;1'x1';Distance : 112 Mly
NGC762;1h57m;-5°24';CETUS;Galaxy Type SBa;13;1'x1';Distance : 69 Mly
NGC790;2h1.4m;-5°22';CETUS;Galaxy Type S0;13;1'x1';Distance : 75 Mly
NGC838;2h9.6m;-10°9';CETUS;Galaxy Type S0;13;1'x1';Distance : 54 Mly
NGC942;2h29.2m;-10°50';CETUS;Galaxy Type S0-a;13;3'x1';Distance : 64 Mly
NGC848;2h10.3m;-10°19';CETUS;Galaxy Type SBab;13;2'x1';Distance : 56 Mly
